external_urls/spotify,followers/href,followers/total,genres/0,genres/1,href,id,images/0/height,images/0/url,images/0/width,images/1/height,images/1/url,images/1/width,images/2/height,images/2/url,images/2/width,name,popularity,type,uri
https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C,,54465945,dance pop,pop,https://api.spotify.com/v1/artists/0du5cEVh5yTK9QJze8zA0C,0du5cEVh5yTK9QJze8zA0C,640,https://i.scdn.co/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd,640,320,https://i.scdn.co/image/ab67616100005174c36dd9eb55fb0db4911f25dd,320,160,https://i.scdn.co/image/ab6761610000f178c36dd9eb55fb0db4911f25dd,160,Bruno Mars,89,artist,spotify:artist:0du5cEVh5yTK9QJze8zA0C
